[1, 767, 27, 1, 1, 1960, 25, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 12, 3, 66, 64, 7, 7]
[1, 377, 8, 1, 1, 1040, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 74, 1, 65, 85, 3, 8]
[1, 2345, 35, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 82, 3, 83, 117, 5, 16]
[1, 336, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 116, 1, 65, 130, 2, 8]
[1, 424, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 123, 1, 65, 139, 2, 16]
[1, 307, 10, 1, 0, 0, 0, 0, 1, 311, 33, 2, 1, 1672, 30, 1, 1, 8, 111, 3, 65, 185, 7, 8]
[1, 824, 31, 1, 1, 320, 24, 1, 1, 1344, 40, 1, 1, 839, 78, 1, 1, 8, 71, 4, 66, 242, 8, 96]
[1, 478, 13, 1, 1, 1568, 23, 2, 1, 196, 33, 2, 1, 80, 13, 1, 1, 8, 147, 6, 66, 230, 12, 8]
[1, 828, 20, 1, 0, 0, 0, 0, 1, 336, 10, 1, 0, 0, 0, 0, 1, 8, 241, 2, 67, 271, 4, 72]
[1, 611, 23, 2, 0, 0, 0, 0, 1, 544, 10, 2, 0, 0, 0, 0, 1, 8, 99, 4, 67, 132, 8, 8]
[1, 2040, 23, 1, 1, 392, 30, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 228, 2, 65, 281, 4, 8]
[0, 0, 0, 0, 1, 608, 58, 1, 1, 344, 21, 1, 1, 40, 11, 1, 1, 8, 17, 2, 67, 107, 5, 8]
[1, 1400, 25, 2, 1, 187, 13, 1, 1, 432, 10, 1, 0, 0, 0, 0, 1, 8, 113, 4, 65, 161, 8, 8]
[1, 1892, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 99, 1, 65, 107, 2, 16]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 83, 0, 1, 16]
[1, 584, 26, 1, 0, 0, 0, 0, 1, 172, 14, 2, 0, 0, 0, 0, 1, 8, 73, 3, 83, 113, 6, 8]
[1, 1424, 21, 1, 1, 48, 13, 1, 0, 0, 0, 0, 1, 2264, 25, 2, 1, 15, 16, 3, 65, 75, 7, 8]
[1, 616, 23, 1, 1, 1480, 72, 3, 1, 632, 21, 1, 0, 0, 0, 0, 1, 8, 12, 5, 67, 128, 10, 72]
[1, 848, 48, 2, 1, 512, 59, 2, 1, 608, 24, 1, 0, 0, 0, 0, 1, 8, 194, 5, 66, 324, 10, 40]
[1, 480, 11, 1, 0, 0, 0, 0, 1, 616, 63, 2, 1, 264, 10, 2, 1, 2, 90, 5, 67, 174, 10, 8]
[1, 176, 46, 1, 1, 232, 38, 2, 1, 2008, 11, 1, 1, 1168, 110, 3, 1, 7, 44, 6, 67, 249, 13, 7]
[1, 616, 38, 1, 1, 401, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 94, 2, 66, 156, 4, 8]
[1, 465, 9, 1, 1, 2150, 53, 2, 1, 1632, 87, 3, 1, 345, 31, 3, 1, 8, 26, 8, 67, 207, 17, 176]
[1, 1119, 56, 3, 1, 527, 33, 1, 1, 2608, 41, 3, 1, 459, 40, 1, 1, 7, 17, 7, 65, 187, 15, 79]
[1, 1401, 53, 3, 1, 991, 58, 2, 1, 1524, 55, 4, 1, 736, 45, 3, 1, 8, 30, 12, 67, 241, 24, 8]
[1, 761, 22, 1, 1, 152, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 29, 2, 65, 65, 4, 7]
[1, 32, 6, 1, 1, 1143, 83, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 390, 3, 66, 479, 6, 72]
[1, 3432, 27, 1, 1, 72, 32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 83, 1, 65, 142, 3, 8]
