event_type;pos_x;pos_y;time
mouse_move;921;521;1487871037193
mouse_move;919;521;1487871037217
mouse_move;918;521;1487871037225
mouse_move;918;520;1487871037233
mouse_move;918;520;1487871037249
mouse_move;917;520;1487871037273
mouse_move;917;519;1487871049201
mouse_move;917;519;1487871049209
mouse_move;918;519;1487871060713
mouse_move;918;519;1487871060720
mouse_move;916;519;1487871060729
mouse_move;915;519;1487871060737
mouse_move;914;519;1487871060745
mouse_move;911;519;1487871060752
mouse_move;908;518;1487871060760
mouse_move;907;518;1487871060769
mouse_move;906;517;1487871060777
mouse_move;904;517;1487871060788
mouse_move;903;517;1487871060793
mouse_move;902;517;1487871060801
mouse_move;901;517;1487871060809
mouse_move;900;517;1487871060817
mouse_move;899;517;1487871060825
mouse_move;898;517;1487871060833
mouse_move;898;517;1487871060873
mouse_move;896;517;1487871060881
mouse_move;895;517;1487871060889
mouse_move;895;517;1487871060929
mouse_move;894;517;1487871060952
mouse_move;892;517;1487871061433
mouse_move;891;517;1487871061488
mouse_move;891;517;1487871061496
mouse_move;891;517;1487871061504
mouse_move;890;518;1487871061513
mouse_move;889;519;1487871061521
mouse_move;889;519;1487871061529
mouse_move;888;520;1487871061537
mouse_move;888;520;1487871061549
mouse_move;888;521;1487871061552
mouse_move;887;521;1487871061560
mouse_move;887;522;1487871061569
mouse_move;886;523;1487871061577
mouse_move;885;524;1487871061585
mouse_move;883;525;1487871061592
mouse_move;883;525;1487871061601
mouse_move;882;526;1487871061609
mouse_move;882;526;1487871061617
mouse_move;881;527;1487871061625
mouse_move;880;527;1487871061633
mouse_move;880;528;1487871061641
mouse_move;879;528;1487871061649
mouse_move;877;528;1487871061657
mouse_move;877;529;1487871061665
mouse_move;876;529;1487871061673
mouse_move;876;529;1487871061697
mouse_move;875;529;1487871061737
mouse_move;874;529;1487871061745
mouse_move;873;529;1487871061756
mouse_move;872;529;1487871061760
mouse_move;871;529;1487871061769
mouse_move;871;529;1487871061777
mouse_move;870;529;1487871061785
mouse_move;869;529;1487871061793
mouse_move;867;530;1487871061801
mouse_move;866;530;1487871061809
mouse_move;865;530;1487871061817
mouse_move;863;530;1487871061825
mouse_move;861;531;1487871061833
mouse_move;860;531;1487871061841
mouse_move;858;531;1487871061849
mouse_move;858;531;1487871061856
mouse_move;856;533;1487871061865
mouse_move;855;533;1487871061873
mouse_move;853;533;1487871061881
mouse_move;850;533;1487871061889
mouse_move;847;535;1487871061897
mouse_move;846;535;1487871061904
mouse_move;845;536;1487871061923
mouse_move;843;537;1487871061928
mouse_move;842;537;1487871061937
mouse_move;842;537;1487871061945
mouse_move;841;538;1487871061953
mouse_move;841;539;1487871061969
mouse_move;841;539;1487871061977
mouse_move;840;540;1487871061992
mouse_move;840;540;1487871062001
mouse_move;840;541;1487871062008
mouse_move;840;541;1487871062017
mouse_move;840;543;1487871062024
mouse_move;839;543;1487871062033
mouse_move;839;544;1487871062041
mouse_move;839;545;1487871062049
mouse_move;839;546;1487871062056
mouse_move;839;547;1487871062064
mouse_move;839;548;1487871062073
mouse_move;839;549;1487871062081
mouse_move;839;550;1487871062096
mouse_move;839;550;1487871062107
mouse_move;839;551;1487871062112
mouse_move;839;551;1487871062129
mouse_move;839;552;1487871062185
mouse_move;839;553;1487871062209
mouse_move;839;553;1487871062233
mouse_move;839;554;1487871062241
mouse_move;839;554;1487871062264
mouse_move;839;555;1487871062272
mouse_move;839;555;1487871062289
mouse_move;839;556;1487871062297
mouse_move;839;557;1487871062304
mouse_move;839;557;1487871062321
mouse_move;839;558;1487871062337
mouse_move;839;558;1487871062433
mouse_move;839;559;1487871142592
mouse_move;838;561;1487871142601
mouse_move;834;566;1487871142609
mouse_move;830;570;1487871142617
mouse_move;825;574;1487871142625
mouse_move;823;576;1487871142636
mouse_move;821;577;1487871142641
mouse_move;818;578;1487871142649
mouse_move;816;581;1487871142656
mouse_move;815;582;1487871142665
mouse_move;812;584;1487871142672
mouse_move;811;585;1487871142681
mouse_move;810;586;1487871142689
mouse_move;809;587;1487871142697
mouse_move;808;588;1487871142705
mouse_move;806;588;1487871142713
mouse_move;804;590;1487871142721
mouse_move;800;592;1487871142729
mouse_move;797;594;1487871142737
mouse_move;792;595;1487871142745
mouse_move;789;597;1487871142753
mouse_move;784;598;1487871142761
mouse_move;781;599;1487871142769
mouse_move;777;601;1487871142777
mouse_move;773;603;1487871142785
mouse_move;770;604;1487871142797
mouse_move;767;606;1487871142801
mouse_move;763;609;1487871142809
mouse_move;760;611;1487871142816
mouse_move;758;613;1487871142824
mouse_move;755;614;1487871142833
mouse_move;753;615;1487871142841
mouse_move;751;616;1487871142849
mouse_move;749;618;1487871142857
mouse_move;747;619;1487871142865
mouse_move;745;620;1487871142873
mouse_move;744;621;1487871142881
mouse_move;742;621;1487871142888
mouse_move;740;623;1487871142897
mouse_move;739;624;1487871142904
mouse_move;737;625;1487871142913
mouse_move;735;626;1487871142921
mouse_move;733;629;1487871142929
mouse_move;731;630;1487871142937
mouse_move;729;632;1487871142945
mouse_move;728;633;1487871142957
mouse_move;726;635;1487871142961
mouse_move;725;636;1487871142969
mouse_move;723;637;1487871142977
mouse_move;722;639;1487871142985
mouse_move;721;641;1487871142992
mouse_move;720;642;1487871143001
mouse_move;718;644;1487871143009
mouse_move;717;645;1487871143017
mouse_move;716;648;1487871143024
mouse_move;715;648;1487871143033
mouse_move;714;650;1487871143041
mouse_move;714;652;1487871143049
mouse_move;713;653;1487871143057
mouse_move;713;654;1487871143065
mouse_move;713;656;1487871143073
mouse_move;713;658;1487871143081
mouse_move;713;659;1487871143089
mouse_move;713;661;1487871143097
mouse_move;713;663;1487871143105
mouse_move;713;665;1487871143116
mouse_move;713;668;1487871143121
mouse_move;713;670;1487871143129
mouse_move;713;672;1487871143136
mouse_move;713;674;1487871143145
mouse_move;713;677;1487871143153
mouse_move;713;679;1487871143161
mouse_move;714;681;1487871143169
mouse_move;714;684;1487871143176
mouse_move;715;686;1487871143185
mouse_move;715;689;1487871143193
mouse_move;716;691;1487871143201
mouse_move;716;693;1487871143209
mouse_move;718;696;1487871143217
mouse_move;718;699;1487871143225
mouse_move;719;703;1487871143233
mouse_move;720;705;1487871143241
mouse_move;721;707;1487871143249
mouse_move;722;710;1487871143256
mouse_move;723;712;1487871143265
mouse_move;724;714;1487871143282
mouse_move;726;717;1487871143289
mouse_move;726;719;1487871143297
mouse_move;728;721;1487871143305
mouse_move;729;723;1487871143313
mouse_move;729;725;1487871143321
mouse_move;731;727;1487871143329
mouse_move;731;728;1487871143337
mouse_move;734;730;1487871143345
mouse_move;735;732;1487871143353
mouse_move;736;734;1487871143360
mouse_move;737;735;1487871143368
mouse_move;738;737;1487871143376
mouse_move;739;738;1487871143385
mouse_move;741;740;1487871143392
mouse_move;742;742;1487871143401
mouse_move;744;743;1487871143409
mouse_move;745;745;1487871143417
mouse_move;747;745;1487871143425
mouse_move;747;747;1487871143433
mouse_move;750;749;1487871143452
mouse_move;752;752;1487871143456
mouse_move;754;753;1487871143465
mouse_move;755;755;1487871143472
mouse_move;757;755;1487871143481
mouse_move;759;758;1487871143488
mouse_move;760;759;1487871143496
mouse_move;763;761;1487871143504
