event_type;key_code;key_code_readable;scan_code;alt_pressed;time
key_up;13;Return;28;False;1486063404502
key_down;27;Escape;1;False;1486063874534
key_up;27;Escape;1;False;1486063874693
key_down;39;Right;77;False;1486063884094
key_up;39;Right;77;False;1486063884190
key_down;219;Oem_4;13;False;1486063884526
key_up;219;Oem_4;13;False;1486063884622
key_down;161;Rshift;54;False;1486063888758
key_down;87;W;17;False;1486063889046
key_up;87;W;17;False;1486063889246
key_up;161;Rshift;54;False;1486063889257
key_down;73;I;23;False;1486063889470
key_up;73;I;23;False;1486063889630
key_down;83;S;31;False;1486063889646
key_down;72;H;35;False;1486063889750
key_up;83;S;31;False;1486063889798
key_up;72;H;35;False;1486063889830
key_down;161;Rshift;54;False;1486063889942
key_down;73;I;23;False;1486063890038
key_up;161;Rshift;54;False;1486063890118
key_up;73;I;23;False;1486063890134
key_down;161;Rshift;54;False;1486063890302
key_down;67;C;46;False;1486063890374
key_up;161;Rshift;54;False;1486063890430
key_up;67;C;46;False;1486063890494
key_down;79;O;24;False;1486063890518
key_up;79;O;24;False;1486063890662
key_down;85;U;22;False;1486063890726
key_up;85;U;22;False;1486063890830
key_down;76;L;38;False;1486063890958
key_down;68;D;32;False;1486063891029
key_up;76;L;38;False;1486063891094
key_up;68;D;32;False;1486063891134
key_down;161;Rshift;54;False;1486063891302
key_down;72;H;35;False;1486063891477
key_up;72;H;35;False;1486063891542
key_up;161;Rshift;54;False;1486063891558
key_down;69;E;18;False;1486063891654
key_up;69;E;18;False;1486063891798
key_down;76;L;38;False;1486063891822
key_down;80;P;25;False;1486063891886
key_up;76;L;38;False;1486063891982
key_up;80;P;25;False;1486063892006
key_down;37;Left;75;False;1486063892334
key_down;37;Left;75;False;1486063892834
key_down;37;Left;75;False;1486063892867
key_down;37;Left;75;False;1486063892900
key_down;37;Left;75;False;1486063892933
key_down;37;Left;75;False;1486063892966
key_down;37;Left;75;False;1486063892999
key_down;37;Left;75;False;1486063893032
key_down;37;Left;75;False;1486063893065
key_down;37;Left;75;False;1486063893098
key_down;37;Left;75;False;1486063893131
key_down;37;Left;75;False;1486063893164
key_down;37;Left;75;False;1486063893197
key_down;37;Left;75;False;1486063893230
key_down;37;Left;75;False;1486063893263
key_down;37;Left;75;False;1486063893296
key_down;37;Left;75;False;1486063893329
key_down;37;Left;75;False;1486063893362
key_up;37;Left;75;False;1486063893382
key_down;39;Right;77;False;1486063893670
key_up;39;Right;77;False;1486063893774
key_down;39;Right;77;False;1486063893862
