[1, 936, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 117, 1, 65, 123, 2, 16]
[1, 952, 24, 1, 1, 424, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 29, 2, 66, 72, 4, 7]
[1, 3000, 66, 1, 1, 984, 5, 1, 1, 353, 3, 1, 0, 0, 0, 0, 1, 7, 5, 2, 67, 79, 5, 937]
[1, 944, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 67, 1, 65, 73, 2, 8]
[1, 4680, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 18, 1, 80]
[1, 1664, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 108, 1, 65, 120, 2, 31]
[1, 832, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 18, 1, 65, 21, 2, 8]
[1, 2137, 11, 1, 0, 0, 0, 0, 1, 252, 3, 1, 0, 0, 0, 0, 1, 8, 1, 1, 67, 15, 3, 16]
[1, 472, 11, 1, 0, 0, 0, 0, 1, 692, 4, 1, 0, 0, 0, 0, 1, 7, 55, 2, 67, 69, 4, 2776]
[1, 560, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 67, 1, 65, 74, 2, 24]
[1, 4248, 41, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 41, 1, 8]
[1, 2288, 41, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 41, 1, 8]
[1, 4232, 28, 1, 1, 336, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 4, 1, 66, 45, 3, 176]
[1, 832, 32, 1, 1, 3088, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 3, 1, 65, 45, 3, 8]
[1, 2024, 28, 1, 1, 560, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 1, 66, 48, 3, 32]
[1, 488, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 57, 1, 65, 64, 2, 16]
[1, 3480, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 11, 1, 16]
[1, 32, 5, 1, 1, 536, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 68, 2, 66, 97, 4, 7]
[1, 809, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 70, 1, 65, 82, 2, 7]
[1, 104, 9, 1, 1, 681, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 5, 2, 66, 29, 4, 17]
[1, 1321, 92, 4, 1, 2097, 54, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 224, 6, 65, 370, 13, 121]
[1, 1721, 19, 1, 0, 0, 0, 0, 1, 152, 11, 1, 0, 0, 0, 0, 1, 16, 5, 1, 65, 34, 3, 16]
[1, 1865, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 1, 1, 8]
[1, 2561, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 10, 1, 57]
[1, 4351, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 25, 1, 15]
[1, 753, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 62, 1, 65, 66, 2, 7]
[1, 3287, 56, 3, 1, 593, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 60, 4, 65, 138, 8, 15]
