event_type;key_code;key_code_readable;scan_code;alt_pressed;time
key_up;13;Return;28;False;1488724286790
key_down;87;W;17;False;1488724549447
key_down;65;A;30;False;1488724549463
key_up;65;A;30;False;1488724549895
key_down;68;D;32;False;1488724550167
key_up;68;D;32;False;1488724550358
key_up;87;W;17;False;1488724550407
key_down;65;A;30;False;1488724563239
key_down;87;W;17;False;1488724563591
key_up;87;W;17;False;1488724563895
key_up;65;A;30;False;1488724563916
key_down;65;A;30;False;1488724564503
key_down;87;W;17;False;1488724564614
key_up;65;A;30;False;1488724565014
key_down;68;D;32;False;1488724565271
key_up;68;D;32;False;1488724565463
key_up;87;W;17;False;1488724566455
key_down;87;W;17;False;1488724629399
key_up;87;W;17;False;1488724629527
key_down;83;S;31;False;1488724640614
key_up;83;S;31;False;1488724640790
key_down;83;S;31;False;1488724646934
key_up;83;S;31;False;1488724647159
key_down;65;A;30;False;1488724649687
key_up;65;A;30;False;1488724649814
key_down;68;D;32;False;1488724651526
key_up;68;D;32;False;1488724651686
key_down;83;S;31;False;1488724653015
key_up;83;S;31;False;1488724653142
key_down;83;S;31;False;1488724669751
key_up;83;S;31;False;1488724669911
key_down;65;A;30;False;1488724720503
key_up;65;A;30;False;1488724720695
key_down;65;A;30;False;1488724724150
key_up;65;A;30;False;1488724724294
key_down;81;Q;16;False;1488724724375
key_up;81;Q;16;False;1488724724599
key_down;81;Q;16;False;1488724724791
key_up;81;Q;16;False;1488724724902
key_down;81;Q;16;False;1488724725015
key_up;81;Q;16;False;1488724725207
key_down;81;Q;16;False;1488724725271
key_up;81;Q;16;False;1488724725415
key_down;81;Q;16;False;1488724725623
key_down;81;Q;16;False;1488724726123
key_down;81;Q;16;False;1488724726156
key_down;81;Q;16;False;1488724726189
key_down;81;Q;16;False;1488724726222
key_down;81;Q;16;False;1488724726255
key_down;81;Q;16;False;1488724726288
key_down;81;Q;16;False;1488724726321
key_down;81;Q;16;False;1488724726354
key_down;81;Q;16;False;1488724726387
key_down;81;Q;16;False;1488724726420
key_down;81;Q;16;False;1488724726453
key_down;81;Q;16;False;1488724726486
key_down;81;Q;16;False;1488724726519
key_down;81;Q;16;False;1488724726552
key_down;81;Q;16;False;1488724726585
key_down;81;Q;16;False;1488724726618
key_down;81;Q;16;False;1488724726651
key_down;81;Q;16;False;1488724726684
key_down;81;Q;16;False;1488724726717
key_down;81;Q;16;False;1488724726750
key_down;81;Q;16;False;1488724726783
key_down;81;Q;16;False;1488724726816
key_down;81;Q;16;False;1488724726849
key_up;81;Q;16;False;1488724726861
key_down;81;Q;16;False;1488724726951
key_down;81;Q;16;False;1488724727451
key_down;81;Q;16;False;1488724727484
key_down;81;Q;16;False;1488724727517
key_down;81;Q;16;False;1488724727550
key_down;81;Q;16;False;1488724727583
key_down;81;Q;16;False;1488724727616
key_down;81;Q;16;False;1488724727649
key_down;81;Q;16;False;1488724727682
key_up;81;Q;16;False;1488724727703
key_down;65;A;30;False;1488724743207
key_up;65;A;30;False;1488724743351
key_down;81;Q;16;False;1488724746518
key_down;81;Q;16;False;1488724747019
key_down;81;Q;16;False;1488724747051
key_down;81;Q;16;False;1488724747085
key_down;81;Q;16;False;1488724747118
key_down;81;Q;16;False;1488724747151
key_down;81;Q;16;False;1488724747184
key_down;81;Q;16;False;1488724747217
key_down;81;Q;16;False;1488724747250
key_down;81;Q;16;False;1488724747283
key_down;81;Q;16;False;1488724747316
key_down;81;Q;16;False;1488724747349
key_down;81;Q;16;False;1488724747382
key_down;81;Q;16;False;1488724747415
key_down;81;Q;16;False;1488724747448
key_down;81;Q;16;False;1488724747481
key_down;81;Q;16;False;1488724747514
key_down;81;Q;16;False;1488724747547
key_down;81;Q;16;False;1488724747580
key_down;81;Q;16;False;1488724747613
key_down;81;Q;16;False;1488724747646
key_down;81;Q;16;False;1488724747679
key_down;81;Q;16;False;1488724747711
key_down;81;Q;16;False;1488724747745
key_down;81;Q;16;False;1488724747778
key_down;81;Q;16;False;1488724747811
key_down;81;Q;16;False;1488724747844
key_up;81;Q;16;False;1488724747855
key_down;81;Q;16;False;1488724747943
key_down;81;Q;16;False;1488724748443
key_down;81;Q;16;False;1488724748476
key_down;81;Q;16;False;1488724748509
key_down;81;Q;16;False;1488724748542
key_down;81;Q;16;False;1488724748575
key_down;81;Q;16;False;1488724748608
key_down;81;Q;16;False;1488724748641
key_down;81;Q;16;False;1488724748675
key_down;81;Q;16;False;1488724748707
key_down;81;Q;16;False;1488724748739
key_down;81;Q;16;False;1488724748773
key_down;81;Q;16;False;1488724748806
key_down;81;Q;16;False;1488724748839
key_down;81;Q;16;False;1488724748872
key_down;81;Q;16;False;1488724748904
key_down;81;Q;16;False;1488724748938
key_down;81;Q;16;False;1488724748971
key_down;81;Q;16;False;1488724749004
key_down;81;Q;16;False;1488724749037
key_down;81;Q;16;False;1488724749070
key_down;81;Q;16;False;1488724749103
key_down;81;Q;16;False;1488724749136
key_down;81;Q;16;False;1488724749169
key_down;81;Q;16;False;1488724749202
key_down;81;Q;16;False;1488724749235
key_down;81;Q;16;False;1488724749267
key_down;81;Q;16;False;1488724749301
key_down;81;Q;16;False;1488724749334
key_down;81;Q;16;False;1488724749366
key_down;81;Q;16;False;1488724749400
key_down;81;Q;16;False;1488724749432
key_down;81;Q;16;False;1488724749465
key_down;81;Q;16;False;1488724749499
key_down;81;Q;16;False;1488724749531
key_down;81;Q;16;False;1488724749565
key_up;81;Q;16;False;1488724749590
key_down;65;A;30;False;1488724764631
key_up;65;A;30;False;1488724764807
key_down;65;A;30;False;1488724765222
key_up;65;A;30;False;1488724765382
key_down;81;Q;16;False;1488724768167
key_down;81;Q;16;False;1488724768667
key_down;81;Q;16;False;1488724768700
key_down;81;Q;16;False;1488724768733
key_down;81;Q;16;False;1488724768767
key_down;81;Q;16;False;1488724768800
key_down;81;Q;16;False;1488724768832
key_down;81;Q;16;False;1488724768866
key_down;81;Q;16;False;1488724768898
key_down;81;Q;16;False;1488724768931
key_down;81;Q;16;False;1488724768964
key_down;81;Q;16;False;1488724768997
key_down;81;Q;16;False;1488724769030
key_down;81;Q;16;False;1488724769063
key_down;81;Q;16;False;1488724769096
key_down;81;Q;16;False;1488724769129
key_down;81;Q;16;False;1488724769162
key_down;81;Q;16;False;1488724769195
key_down;81;Q;16;False;1488724769228
key_down;81;Q;16;False;1488724769262
key_down;81;Q;16;False;1488724769294
key_down;81;Q;16;False;1488724769327
key_down;81;Q;16;False;1488724769360
key_down;81;Q;16;False;1488724769393
key_down;81;Q;16;False;1488724769426
key_down;81;Q;16;False;1488724769459
key_down;81;Q;16;False;1488724769492
key_down;81;Q;16;False;1488724769525
key_down;81;Q;16;False;1488724769558
key_down;81;Q;16;False;1488724769591
key_down;81;Q;16;False;1488724769624
key_down;81;Q;16;False;1488724769657
key_down;81;Q;16;False;1488724769691
key_down;81;Q;16;False;1488724769723
key_down;81;Q;16;False;1488724769756
key_down;81;Q;16;False;1488724769789
key_down;81;Q;16;False;1488724769822
key_down;81;Q;16;False;1488724769855
key_down;81;Q;16;False;1488724769888
key_down;81;Q;16;False;1488724769921
key_down;81;Q;16;False;1488724769954
key_down;81;Q;16;False;1488724769987
key_down;81;Q;16;False;1488724770020
key_down;81;Q;16;False;1488724770053
key_down;81;Q;16;False;1488724770086
key_down;81;Q;16;False;1488724770119
key_down;81;Q;16;False;1488724770152
key_down;81;Q;16;False;1488724770185
key_down;81;Q;16;False;1488724770218
key_down;81;Q;16;False;1488724770251
key_down;81;Q;16;False;1488724770284
key_down;81;Q;16;False;1488724770317
key_down;81;Q;16;False;1488724770350
key_up;81;Q;16;False;1488724770362
key_down;81;Q;16;False;1488724771767
key_up;81;Q;16;False;1488724771911
key_down;81;Q;16;False;1488724771975
key_up;81;Q;16;False;1488724772071
key_down;81;Q;16;False;1488724772151
key_up;81;Q;16;False;1488724772231
key_down;81;Q;16;False;1488724772327
key_up;81;Q;16;False;1488724772390
key_down;81;Q;16;False;1488724772487
key_up;81;Q;16;False;1488724772583
key_down;81;Q;16;False;1488724772663
key_up;81;Q;16;False;1488724772775
key_down;65;A;30;False;1488724785911
key_up;65;A;30;False;1488724786055
key_down;81;Q;16;False;1488724789415
key_up;81;Q;16;False;1488724789734
key_down;81;Q;16;False;1488724789847
key_up;81;Q;16;False;1488724789943
key_down;81;Q;16;False;1488724790039
key_up;81;Q;16;False;1488724790119
key_down;81;Q;16;False;1488724790199
key_up;81;Q;16;False;1488724790311
key_down;81;Q;16;False;1488724790375
key_up;81;Q;16;False;1488724790471
key_down;81;Q;16;False;1488724790535
key_up;81;Q;16;False;1488724790631
key_down;81;Q;16;False;1488724790695
key_up;81;Q;16;False;1488724790790
key_down;81;Q;16;False;1488724790855
key_up;81;Q;16;False;1488724790950
key_down;81;Q;16;False;1488724791031
key_up;81;Q;16;False;1488724791111
key_down;81;Q;16;False;1488724791191
key_up;81;Q;16;False;1488724791271
key_down;81;Q;16;False;1488724791351
key_up;81;Q;16;False;1488724791431
key_down;81;Q;16;False;1488724791510
key_up;81;Q;16;False;1488724791607
key_down;81;Q;16;False;1488724791687
key_up;81;Q;16;False;1488724791783
key_down;81;Q;16;False;1488724791863
key_up;81;Q;16;False;1488724791943
key_down;81;Q;16;False;1488724792023
key_up;81;Q;16;False;1488724792119
key_down;81;Q;16;False;1488724792199
key_up;81;Q;16;False;1488724792295
key_down;81;Q;16;False;1488724792359
key_up;81;Q;16;False;1488724792471
key_down;81;Q;16;False;1488724792518
key_up;81;Q;16;False;1488724792631
key_down;81;Q;16;False;1488724792694
key_up;81;Q;16;False;1488724792807
key_down;81;Q;16;False;1488724792871
key_up;81;Q;16;False;1488724792967
key_down;65;A;30;False;1488724793127
key_up;65;A;30;False;1488724793287
key_down;81;Q;16;False;1488724987799
