[1, 816, 22, 2, 0, 0, 0, 0, 1, 1455, 20, 2, 0, 0, 0, 0, 1, 8, 106, 4, 83, 148, 8, 8]
[1, 865, 50, 3, 1, 392, 62, 1, 1, 1795, 44, 2, 1, 416, 60, 1, 1, 8, 30, 6, 65, 246, 13, 8]
[1, 2017, 119, 2, 1, 336, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 241, 2, 83, 379, 5, 8]
[1, 1407, 44, 2, 0, 0, 0, 0, 1, 1948, 29, 1, 0, 0, 0, 0, 1, 8, 120, 3, 65, 193, 6, 40]
[1, 1239, 27, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 94, 1, 65, 122, 3, 8]
[1, 959, 85, 3, 1, 831, 154, 2, 1, 1087, 15, 1, 0, 0, 0, 0, 1, 8, 167, 4, 66, 421, 10, 8]
[1, 343, 28, 1, 1, 1615, 62, 2, 1, 889, 26, 1, 1, 183, 62, 1, 1, 8, 7, 4, 66, 185, 9, 7]
[1, 904, 23, 2, 0, 0, 0, 0, 1, 1889, 34, 1, 1, 472, 47, 1, 1, 8, 12, 3, 65, 117, 7, 9]
[1, 1060, 132, 3, 1, 537, 59, 1, 1, 1290, 102, 2, 1, 287, 66, 1, 1, 8, 137, 5, 65, 497, 12, 12]
[1, 2190, 68, 2, 1, 416, 37, 1, 1, 2089, 26, 1, 1, 144, 10, 1, 1, 8, 10, 4, 83, 150, 9, 16]
[0, 0, 0, 0, 1, 295, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 122, 2, 66, 144, 4, 57]
[1, 440, 23, 1, 1, 248, 31, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 78, 2, 65, 133, 5, 7]
[1, 1983, 79, 3, 0, 0, 0, 0, 1, 943, 19, 2, 0, 0, 0, 0, 1, 7, 8, 4, 67, 106, 9, 9]
[1, 0, 0, 1, 1, 904, 52, 1, 1, 760, 27, 1, 1, 919, 56, 1, 1, 57, 119, 4, 83, 255, 8, 8]
[1, 464, 11, 1, 1, 404, 7, 1, 1, 1008, 19, 1, 1, 249, 43, 1, 1, 8, 7, 4, 66, 88, 8, 9]
[1, 144, 11, 1, 0, 0, 0, 0, 1, 1423, 18, 2, 0, 0, 0, 0, 1, 8, 63, 3, 83, 92, 6, 80]
[0, 0, 0, 0, 1, 673, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 137, 1, 66, 148, 2, 184]
[1, 99, 13, 1, 1, 976, 33, 2, 1, 735, 26, 1, 1, 0, 0, 1, 1, 8, 128, 4, 66, 200, 9, 8]
[1, 1921, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 90, 1, 65, 98, 2, 8]
[1, 616, 47, 1, 1, 2504, 132, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 92, 3, 83, 270, 6, 8]
[1, 603, 89, 4, 1, 320, 77, 1, 1, 1008, 17, 2, 0, 0, 0, 0, 1, 8, 161, 6, 67, 344, 13, 7]
[1, 168, 12, 1, 1, 488, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 135, 1, 83, 162, 3, 8]
[1, 640, 16, 2, 0, 0, 0, 0, 1, 1256, 18, 1, 0, 0, 0, 0, 1, 8, 55, 3, 65, 89, 6, 288]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 83, 0, 1, 0]
[1, 1736, 44, 3, 0, 0, 0, 0, 1, 360, 11, 1, 1, 340, 10, 1, 1, 3, 105, 5, 65, 171, 10, 80]
[1, 1256, 71, 3, 1, 224, 31, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 98, 3, 65, 200, 7, 8]
[0, 0, 0, 0, 1, 552, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 122, 1, 66, 130, 2, 8]
[1, 474, 28, 1, 1, 192, 21, 2, 0, 0, 0, 0, 1, 625, 6, 1, 1, 8, 289, 4, 68, 344, 8, 8]
