event_type;pos_x;pos_y;time
mouse_move;964;1079;1488638444086
mouse_move;967;1076;1488638444094
mouse_move;973;1069;1488638444102
mouse_move;980;1059;1488638444110
mouse_move;986;1049;1488638444118
mouse_move;992;1041;1488638444126
mouse_move;997;1034;1488638444134
mouse_move;1002;1030;1488638444142
mouse_move;1005;1027;1488638444150
mouse_move;1009;1024;1488638444158
mouse_move;1010;1023;1488638444166
mouse_move;1012;1021;1488638444182
mouse_move;1013;1021;1488638444246
mouse_move;1014;1021;1488638444255
mouse_move;1015;1021;1488638444262
mouse_move;1017;1021;1488638444271
mouse_move;1018;1021;1488638444278
mouse_move;1019;1021;1488638444287
mouse_move;1021;1021;1488638444294
mouse_move;1022;1020;1488638444302
mouse_move;1022;1019;1488638444315
mouse_move;1022;1019;1488638444318
mouse_move;1022;1017;1488638444326
mouse_move;1020;1015;1488638444334
mouse_move;1015;1011;1488638444342
mouse_move;1008;1008;1488638444350
mouse_move;1002;1004;1488638444358
mouse_move;996;1001;1488638444366
mouse_move;992;999;1488638444374
mouse_move;989;996;1488638444382
mouse_move;986;995;1488638444390
mouse_move;983;994;1488638444398
mouse_move;979;994;1488638444406
mouse_move;976;994;1488638444414
mouse_move;971;994;1488638444422
mouse_move;966;995;1488638444430
mouse_move;960;996;1488638444438
mouse_move;956;997;1488638444446
mouse_move;951;998;1488638444454
mouse_move;947;998;1488638444462
mouse_move;941;1000;1488638444474
mouse_move;939;1002;1488638444478
mouse_move;937;1004;1488638444486
mouse_move;935;1008;1488638444494
mouse_move;933;1013;1488638444502
mouse_move;932;1014;1488638444982
mouse_move;929;1016;1488638444990
mouse_move;921;1020;1488638444998
mouse_move;911;1025;1488638445006
mouse_move;901;1031;1488638445014
mouse_move;895;1036;1488638445022
mouse_move;888;1041;1488638445030
mouse_move;882;1046;1488638445038
mouse_move;875;1051;1488638445046
mouse_move;868;1056;1488638445054
mouse_move;862;1060;1488638445062
mouse_move;856;1064;1488638445070
mouse_move;850;1068;1488638445078
mouse_move;844;1072;1488638445086
mouse_move;838;1076;1488638445094
mouse_move;833;1079;1488638445107
mouse_move;829;1079;1488638445110
mouse_move;825;1079;1488638445118
mouse_move;820;1079;1488638445126
mouse_move;814;1079;1488638445134
mouse_move;810;1079;1488638445142
mouse_move;804;1079;1488638445150
mouse_move;802;1079;1488638445158
mouse_move;801;1079;1488638445167
mouse_move;800;1079;1488638445182
mouse_move;798;1079;1488638445190
mouse_move;798;1079;1488638445198
mouse_move;798;1078;1488638445206
mouse_move;798;1077;1488638445214
mouse_move;800;1073;1488638445222
mouse_move;802;1070;1488638445230
mouse_move;804;1065;1488638445238
mouse_move;807;1061;1488638445246
mouse_move;810;1056;1488638445254
mouse_move;812;1054;1488638445270
mouse_move;813;1053;1488638445350
mouse_move;813;1053;1488638445358
mouse_move;812;1051;1488638445366
mouse_move;811;1049;1488638445374
mouse_move;811;1045;1488638445382
mouse_move;810;1043;1488638445390
mouse_move;810;1041;1488638445398
mouse_move;810;1039;1488638445406
mouse_move;810;1037;1488638445414
mouse_move;809;1036;1488638445422
mouse_move;808;1035;1488638445430
mouse_move;806;1035;1488638445878
mouse_move;806;1037;1488638445886
mouse_move;806;1038;1488638445894
mouse_move;806;1040;1488638445902
mouse_move;806;1042;1488638445910
mouse_move;806;1045;1488638445918
mouse_move;806;1047;1488638445926
mouse_move;806;1049;1488638445934
mouse_move;806;1050;1488638445942
mouse_move;806;1052;1488638445953
mouse_move;806;1053;1488638445958
mouse_move;806;1054;1488638445966
mouse_move;807;1055;1488638445974
mouse_move;807;1055;1488638445982
mouse_move;807;1056;1488638445998
mouse_move;807;1057;1488638446014
mouse_move;807;1058;1488638446022
mouse_move;807;1058;1488638446030
mouse_move;807;1059;1488638446039
mouse_move;807;1059;1488638446046
mouse_move;807;1061;1488638446062
mouse_move;807;1062;1488638446094
mouse_move;808;1062;1488638446118
mouse_move;808;1062;1488638446134
mouse_move;809;1062;1488638446150
mouse_move;809;1062;1488638446174
mouse_move;810;1062;1488638446214
mouse_move;811;1062;1488638446246
mouse_move;811;1062;1488638448414
mouse_down_left;811;1062;1488638448437
mouse_move;811;1062;1488638448896
mouse_move;812;1062;1488638448896
mouse_move;812;1062;1488638448931
mouse_move;813;1061;1488638448932
mouse_move;815;1058;1488638448934
mouse_move;816;1056;1488638448942
mouse_move;816;1053;1488638448950
mouse_move;817;1049;1488638448958
mouse_move;817;1043;1488638448966
mouse_move;818;1037;1488638448974
mouse_move;818;1030;1488638448982
mouse_move;818;1023;1488638448990
mouse_move;818;1015;1488638448998
mouse_move;817;1005;1488638449006
mouse_move;816;996;1488638449014
mouse_move;815;985;1488638449022
mouse_move;813;974;1488638449030
mouse_move;812;964;1488638449038
mouse_move;810;953;1488638449046
mouse_move;807;941;1488638449056
mouse_move;804;930;1488638449062
mouse_move;801;919;1488638449070
mouse_move;798;909;1488638449078
mouse_move;794;900;1488638449086
mouse_move;791;890;1488638449094
mouse_move;789;883;1488638449102
mouse_move;786;878;1488638449110
mouse_move;786;875;1488638449118
mouse_move;785;873;1488638449126
mouse_move;784;872;1488638449142
mouse_move;784;872;1488638449191
mouse_move;784;871;1488638449230
