event_type;key_code;key_code_readable;scan_code;alt_pressed;time
key_up;13;Return;28;False;1486062346518
key_down;65;A;30;False;1486062614918
key_up;65;A;30;False;1486062615158
key_down;65;A;30;False;1486062615405
key_up;65;A;30;False;1486062615646
key_down;65;A;30;False;1486062615749
key_down;65;A;30;False;1486062616250
key_down;65;A;30;False;1486062616283
key_down;65;A;30;False;1486062616316
key_down;65;A;30;False;1486062616349
key_down;65;A;30;False;1486062616382
key_up;65;A;30;False;1486062616406
key_down;87;W;17;False;1486062682878
key_up;87;W;17;False;1486062683038
key_down;83;S;31;False;1486062695222
key_up;83;S;31;False;1486062695501
key_down;83;S;31;False;1486062717342
key_up;83;S;31;False;1486062717558
key_down;65;A;30;False;1486062719894
key_up;65;A;30;False;1486062720085
key_down;83;S;31;False;1486062721974
key_down;68;D;32;False;1486062722021
key_up;83;S;31;False;1486062722070
key_up;68;D;32;False;1486062722285
key_down;83;S;31;False;1486062723430
key_up;83;S;31;False;1486062723638
key_down;68;D;32;False;1486062748742
key_up;68;D;32;False;1486062748925
key_down;65;A;30;False;1486062755358
key_up;65;A;30;False;1486062755557
key_down;81;Q;16;False;1486062759462
key_up;81;Q;16;False;1486062759509
key_down;81;Q;16;False;1486062759566
key_up;81;Q;16;False;1486062759630
key_down;81;Q;16;False;1486062759694
key_up;81;Q;16;False;1486062759749
key_down;81;Q;16;False;1486062759813
key_up;81;Q;16;False;1486062759886
key_down;81;Q;16;False;1486062759941
key_up;81;Q;16;False;1486062760014
key_down;81;Q;16;False;1486062760061
key_up;81;Q;16;False;1486062760134
key_down;81;Q;16;False;1486062760174
key_up;81;Q;16;False;1486062760254
key_down;81;Q;16;False;1486062760302
key_up;81;Q;16;False;1486062760374
key_down;81;Q;16;False;1486062760422
key_up;81;Q;16;False;1486062760502
key_down;81;Q;16;False;1486062760550
key_up;81;Q;16;False;1486062760621
key_down;81;Q;16;False;1486062760670
key_up;81;Q;16;False;1486062760757
key_down;81;Q;16;False;1486062760798
key_up;81;Q;16;False;1486062760877
key_down;81;Q;16;False;1486062760918
key_up;81;Q;16;False;1486062760997
key_down;81;Q;16;False;1486062761046
key_up;81;Q;16;False;1486062761134
key_down;81;Q;16;False;1486062761189
key_up;81;Q;16;False;1486062761286
key_down;81;Q;16;False;1486062761334
key_up;81;Q;16;False;1486062761438
key_down;81;Q;16;False;1486062761493
key_up;81;Q;16;False;1486062761638
key_down;65;A;30;False;1486062762174
key_up;65;A;30;False;1486062762278
key_down;81;Q;16;False;1486062957038
key_up;81;Q;16;False;1486062957086
key_down;81;Q;16;False;1486062957157
key_up;81;Q;16;False;1486062957229
key_down;81;Q;16;False;1486062957270
key_up;81;Q;16;False;1486062957350
key_down;81;Q;16;False;1486062957390
key_up;81;Q;16;False;1486062957478
key_down;81;Q;16;False;1486062957526
key_up;81;Q;16;False;1486062957597
key_down;81;Q;16;False;1486062957646
key_up;81;Q;16;False;1486062957718
key_down;81;Q;16;False;1486062957765
key_up;81;Q;16;False;1486062957845
key_down;81;Q;16;False;1486062957901
key_up;81;Q;16;False;1486062957990
key_down;81;Q;16;False;1486062958029
key_up;81;Q;16;False;1486062958126
key_down;81;Q;16;False;1486062958165
key_up;81;Q;16;False;1486062958245
key_down;81;Q;16;False;1486062958286
key_up;81;Q;16;False;1486062958381
key_down;81;Q;16;False;1486062958413
key_up;81;Q;16;False;1486062958510
key_down;81;Q;16;False;1486062958549
key_up;81;Q;16;False;1486062958654
key_down;81;Q;16;False;1486062958685
key_up;81;Q;16;False;1486062958789
key_down;81;Q;16;False;1486062958830
key_up;81;Q;16;False;1486062958925
key_down;81;Q;16;False;1486062958974
key_up;81;Q;16;False;1486062959070
key_down;81;Q;16;False;1486062959102
key_up;81;Q;16;False;1486062959198
key_down;81;Q;16;False;1486062959246
key_up;81;Q;16;False;1486062959342
key_down;81;Q;16;False;1486062959389
key_up;81;Q;16;False;1486062959485
key_down;81;Q;16;False;1486062959542
key_up;81;Q;16;False;1486062959638
key_down;81;Q;16;False;1486062959686
key_up;81;Q;16;False;1486062959789
key_down;81;Q;16;False;1486062959838
key_up;81;Q;16;False;1486062959933
key_down;81;Q;16;False;1486062959990
key_up;81;Q;16;False;1486062960086
key_down;81;Q;16;False;1486062960126
key_up;81;Q;16;False;1486062960221
key_down;81;Q;16;False;1486062960261
key_up;81;Q;16;False;1486062960350
key_down;81;Q;16;False;1486062960397
key_up;81;Q;16;False;1486062960477
key_down;81;Q;16;False;1486062960526
key_up;81;Q;16;False;1486062960613
key_down;81;Q;16;False;1486062960661
key_up;81;Q;16;False;1486062960750
key_down;81;Q;16;False;1486062960806
key_up;81;Q;16;False;1486062960886
key_down;81;Q;16;False;1486062960942
key_up;81;Q;16;False;1486062961021
key_down;81;Q;16;False;1486062961078
key_up;81;Q;16;False;1486062961165
key_down;81;Q;16;False;1486062961222
key_up;81;Q;16;False;1486062961309
key_down;81;Q;16;False;1486062961349
key_up;81;Q;16;False;1486062961446
key_down;81;Q;16;False;1486062961493
key_up;81;Q;16;False;1486062961590
key_down;81;Q;16;False;1486062961638
key_up;81;Q;16;False;1486062961734
key_down;81;Q;16;False;1486062961789
key_up;81;Q;16;False;1486062961878
key_down;81;Q;16;False;1486062961925
key_up;81;Q;16;False;1486062962022
key_down;81;Q;16;False;1486062962070
key_up;81;Q;16;False;1486062962166
key_down;81;Q;16;False;1486062962222
key_up;81;Q;16;False;1486062962309
key_down;81;Q;16;False;1486062962358
key_up;81;Q;16;False;1486062962445
key_down;81;Q;16;False;1486062962502
key_up;81;Q;16;False;1486062962582
key_down;81;Q;16;False;1486062962638
key_up;81;Q;16;False;1486062962717
key_down;81;Q;16;False;1486062962774
key_up;81;Q;16;False;1486062962870
key_down;81;Q;16;False;1486062962917
key_up;81;Q;16;False;1486062963013
key_down;81;Q;16;False;1486062963070
key_up;81;Q;16;False;1486062963150
key_down;81;Q;16;False;1486062963206
key_up;81;Q;16;False;1486062963294
key_down;81;Q;16;False;1486062963366
key_up;81;Q;16;False;1486062963446
key_down;81;Q;16;False;1486062963510
key_up;81;Q;16;False;1486062963606
key_down;81;Q;16;False;1486062963653
key_up;81;Q;16;False;1486062963742
key_down;81;Q;16;False;1486062963798
key_up;81;Q;16;False;1486062963893
key_down;81;Q;16;False;1486062963950
key_up;81;Q;16;False;1486062964054
key_down;81;Q;16;False;1486062964086
key_up;81;Q;16;False;1486062964181
key_down;81;Q;16;False;1486062964238
key_up;81;Q;16;False;1486062964325
key_down;81;Q;16;False;1486062964381
key_up;81;Q;16;False;1486062964469
key_down;81;Q;16;False;1486062964526
key_up;81;Q;16;False;1486062964621
key_down;81;Q;16;False;1486062964677
key_up;81;Q;16;False;1486062964781
key_down;81;Q;16;False;1486062964838
key_up;81;Q;16;False;1486062964966
key_down;81;Q;16;False;1486062965013
key_up;81;Q;16;False;1486062965246
key_down;81;Q;16;False;1486062965301
key_up;81;Q;16;False;1486062965414
key_down;81;Q;16;False;1486062965470
key_up;81;Q;16;False;1486062965574
key_down;81;Q;16;False;1486062965621
key_up;81;Q;16;False;1486062965734
key_down;81;Q;16;False;1486062965782
key_up;81;Q;16;False;1486062965894
key_down;81;Q;16;False;1486062965942
key_up;81;Q;16;False;1486062966054
key_down;81;Q;16;False;1486062966110
key_up;81;Q;16;False;1486062966214
key_down;81;Q;16;False;1486062966278
key_up;81;Q;16;False;1486062966390
key_down;81;Q;16;False;1486062966446
key_up;81;Q;16;False;1486062966558
key_down;81;Q;16;False;1486062966629
key_up;81;Q;16;False;1486062966742
key_down;81;Q;16;False;1486062966806
key_up;81;Q;16;False;1486062966917
key_down;81;Q;16;False;1486062966981
key_up;81;Q;16;False;1486062967086
key_down;81;Q;16;False;1486062967157
key_up;81;Q;16;False;1486062967270
key_down;81;Q;16;False;1486062967326
key_up;81;Q;16;False;1486062967422
key_down;81;Q;16;False;1486062967486
key_up;81;Q;16;False;1486062967590
key_down;81;Q;16;False;1486062967670
key_up;81;Q;16;False;1486062967782
key_down;81;Q;16;False;1486062967853
key_up;81;Q;16;False;1486062967966
key_down;81;Q;16;False;1486062968030
key_up;81;Q;16;False;1486062968134
key_down;81;Q;16;False;1486062968206
key_up;81;Q;16;False;1486062968302
key_down;81;Q;16;False;1486062968365
key_up;81;Q;16;False;1486062968470
key_down;81;Q;16;False;1486062968525
key_up;81;Q;16;False;1486062968629
key_down;81;Q;16;False;1486062968686
key_up;81;Q;16;False;1486062968765
key_down;81;Q;16;False;1486062968846
key_up;81;Q;16;False;1486062968918
key_down;81;Q;16;False;1486062968981
key_up;81;Q;16;False;1486062969062
key_down;81;Q;16;False;1486062969134
key_up;81;Q;16;False;1486062969221
key_down;81;Q;16;False;1486062969302
key_up;81;Q;16;False;1486062969398
key_down;81;Q;16;False;1486062969478
key_up;81;Q;16;False;1486062969565
key_down;81;Q;16;False;1486062969645
key_up;81;Q;16;False;1486062969734
key_down;81;Q;16;False;1486062969813
key_up;81;Q;16;False;1486062969893
key_down;81;Q;16;False;1486062969982
key_up;81;Q;16;False;1486062970070
key_down;81;Q;16;False;1486062970166
key_up;81;Q;16;False;1486062970245
key_down;81;Q;16;False;1486062970334
key_up;81;Q;16;False;1486062970438
key_down;81;Q;16;False;1486062970502
key_up;81;Q;16;False;1486062970598
key_down;81;Q;16;False;1486062970677
key_up;81;Q;16;False;1486062970774
key_down;81;Q;16;False;1486062970862
key_up;81;Q;16;False;1486062970950
key_down;81;Q;16;False;1486062971013
key_up;81;Q;16;False;1486062971101
key_down;81;Q;16;False;1486062971181
key_up;81;Q;16;False;1486062971261
key_down;81;Q;16;False;1486062971334
key_up;81;Q;16;False;1486062971422
key_down;81;Q;16;False;1486062971494
key_up;81;Q;16;False;1486062971582
key_down;81;Q;16;False;1486062971661
key_up;81;Q;16;False;1486062971750
key_down;81;Q;16;False;1486062971829
key_up;81;Q;16;False;1486062971918
key_down;81;Q;16;False;1486062971982
key_up;81;Q;16;False;1486062972070
key_down;81;Q;16;False;1486062972126
key_up;81;Q;16;False;1486062972238
key_down;81;Q;16;False;1486062972301
key_up;81;Q;16;False;1486062972397
key_down;81;Q;16;False;1486062972477
key_up;81;Q;16;False;1486062972574
key_down;81;Q;16;False;1486062972646
key_up;81;Q;16;False;1486062972726
key_down;81;Q;16;False;1486062972813
key_up;81;Q;16;False;1486062972909
key_down;81;Q;16;False;1486062973006
key_up;81;Q;16;False;1486062973118
key_down;81;Q;16;False;1486062973206
key_up;81;Q;16;False;1486062973310
key_down;81;Q;16;False;1486062973390
key_up;81;Q;16;False;1486062973493
key_down;81;Q;16;False;1486062973581
key_up;81;Q;16;False;1486062973686
key_down;81;Q;16;False;1486062973782
key_up;81;Q;16;False;1486062973877
key_down;81;Q;16;False;1486062973966
key_up;81;Q;16;False;1486062974069
key_down;81;Q;16;False;1486062974126
key_up;81;Q;16;False;1486062974238
key_down;81;Q;16;False;1486062974309
key_up;81;Q;16;False;1486062974421
key_down;81;Q;16;False;1486062974470
key_up;81;Q;16;False;1486062974590
key_down;81;Q;16;False;1486062974637
key_up;81;Q;16;False;1486062974742
key_down;81;Q;16;False;1486062974838
key_up;81;Q;16;False;1486062974926
key_down;81;Q;16;False;1486062974998
key_up;81;Q;16;False;1486062975077
key_down;81;Q;16;False;1486062975157
key_up;81;Q;16;False;1486062975245
key_down;81;Q;16;False;1486062975325
key_up;81;Q;16;False;1486062975398
key_down;81;Q;16;False;1486062975501
key_up;81;Q;16;False;1486062975574
key_down;81;Q;16;False;1486062975677
key_up;81;Q;16;False;1486062975757
key_down;81;Q;16;False;1486062975854
key_up;81;Q;16;False;1486062975918
key_down;81;Q;16;False;1486062976013
key_up;81;Q;16;False;1486062976094
key_down;81;Q;16;False;1486062976198
key_up;81;Q;16;False;1486062976254
key_down;81;Q;16;False;1486062976366
key_up;81;Q;16;False;1486062976421
key_down;81;Q;16;False;1486062976517
key_up;81;Q;16;False;1486062976606
key_down;81;Q;16;False;1486062976685
key_up;81;Q;16;False;1486062976766
key_down;81;Q;16;False;1486062976862
key_up;81;Q;16;False;1486062976950
key_down;81;Q;16;False;1486062977046
key_up;81;Q;16;False;1486062977142
key_down;81;Q;16;False;1486062977214
key_up;81;Q;16;False;1486062977325
key_down;81;Q;16;False;1486062977413
key_up;81;Q;16;False;1486062977517
key_down;81;Q;16;False;1486062977606
key_up;81;Q;16;False;1486062977694
key_down;81;Q;16;False;1486062977774
key_up;81;Q;16;False;1486062977854
key_down;81;Q;16;False;1486062977942
key_up;81;Q;16;False;1486062978030
key_down;81;Q;16;False;1486062978117
key_up;81;Q;16;False;1486062978197
key_down;81;Q;16;False;1486062978293
key_up;81;Q;16;False;1486062978382
key_down;81;Q;16;False;1486062978470
key_up;81;Q;16;False;1486062978558
key_down;81;Q;16;False;1486062978622
key_up;81;Q;16;False;1486062978710
key_down;81;Q;16;False;1486062978797
key_up;81;Q;16;False;1486062978886
key_down;81;Q;16;False;1486062978974
key_up;81;Q;16;False;1486062979070
key_down;81;Q;16;False;1486062979142
key_up;81;Q;16;False;1486062979246
key_down;81;Q;16;False;1486062979317
key_up;81;Q;16;False;1486062979406
key_down;81;Q;16;False;1486062979485
key_up;81;Q;16;False;1486062979566
key_down;81;Q;16;False;1486062979654
key_up;81;Q;16;False;1486062979750
key_down;81;Q;16;False;1486062979838
key_up;81;Q;16;False;1486062979933
key_down;81;Q;16;False;1486062980038
key_up;81;Q;16;False;1486062980125
key_down;81;Q;16;False;1486062980222
key_up;81;Q;16;False;1486062980317
key_down;81;Q;16;False;1486062980422
key_up;81;Q;16;False;1486062980518
key_down;81;Q;16;False;1486062980630
key_up;81;Q;16;False;1486062980726
key_down;81;Q;16;False;1486062980829
key_up;81;Q;16;False;1486062980934
key_down;81;Q;16;False;1486062981038
key_up;81;Q;16;False;1486062981150
key_down;81;Q;16;False;1486062981237
key_up;81;Q;16;False;1486062981414
key_down;27;Escape;1;False;1486063293302
key_up;27;Escape;1;False;1486063293461
key_down;219;Oem_4;13;False;1486063306446
key_up;219;Oem_4;13;False;1486063306566
key_down;161;Rshift;54;False;1486063306734
key_down;80;P;25;False;1486063306894
key_up;80;P;25;False;1486063306974
key_up;161;Rshift;54;False;1486063307006
key_down;65;A;30;False;1486063307126
key_down;82;R;19;False;1486063307214
key_up;65;A;30;False;1486063307310
key_up;82;R;19;False;1486063307342
key_down;84;T;20;False;1486063307438
key_up;84;T;20;False;1486063307574
key_down;49;1;2;False;1486063307773
key_up;49;1;2;False;1486063307942
key_down;219;Oem_4;13;False;1486063310517
key_up;219;Oem_4;13;False;1486063310702
key_down;161;Rshift;54;False;1486063311901
key_down;71;G;34;False;1486063311989
key_up;161;Rshift;54;False;1486063312102
key_up;71;G;34;False;1486063312117
key_down;73;I;23;False;1486063312262
key_up;73;I;23;False;1486063312366
key_down;86;V;47;False;1486063312398
key_up;86;V;47;False;1486063312526
key_down;69;E;18;False;1486063312590
key_down;161;Rshift;54;False;1486063312726
key_up;69;E;18;False;1486063312750
key_down;77;M;50;False;1486063312806
key_up;161;Rshift;54;False;1486063312838
key_up;77;M;50;False;1486063312918
key_down;79;O;24;False;1486063312974
key_down;78;N;49;False;1486063313054
key_up;79;O;24;False;1486063313118
key_down;69;E;18;False;1486063313165
key_up;78;N;49;False;1486063313177
key_down;89;Y;21;False;1486063313277
key_up;69;E;18;False;1486063313291
key_up;89;Y;21;False;1486063313366
key_down;9;Tab;15;False;1486063313782
key_up;9;Tab;15;False;1486063313902
key_down;162;Lcontrol;29;False;1486063390366
key_up;67;C;46;False;1486063391770
key_up;162;Lcontrol;29;False;1486063391780
key_down;186;Oem_1;27;False;1486063393462
key_up;186;Oem_1;27;False;1486063393614
