event_type;pos_x;pos_y;time
mouse_move;1508;488;1486737058362
mouse_move;1508;485;1486737058370
mouse_move;1508;476;1486737058378
mouse_move;1508;463;1486737058386
mouse_move;1508;449;1486737058394
mouse_move;1511;434;1486737058402
mouse_move;1515;423;1486737058410
mouse_move;1518;416;1486737058418
mouse_move;1522;413;1486737058426
mouse_move;1524;413;1486737058434
mouse_move;1527;413;1486737058442
mouse_move;1527;414;1486737058450
mouse_move;1528;417;1486737058458
mouse_move;1528;424;1486737058466
mouse_move;1526;430;1486737058474
mouse_move;1521;439;1486737058482
mouse_move;1516;446;1486737058490
mouse_move;1509;452;1486737058498
mouse_move;1507;457;1486737058506
mouse_move;1504;460;1486737058514
mouse_move;1503;463;1486737058526
mouse_move;1502;465;1486737058530
mouse_move;1501;465;1486737058538
mouse_move;1501;467;1486737058546
mouse_move;1500;467;1486737058554
mouse_move;1499;467;1486737058562
mouse_move;1499;467;1486737058570
mouse_move;1498;467;1486737058578
mouse_move;1496;467;1486737058586
mouse_move;1493;467;1486737058594
mouse_move;1489;467;1486737058602
mouse_move;1483;471;1486737058610
mouse_move;1474;477;1486737058618
mouse_move;1465;484;1486737058626
mouse_move;1449;499;1486737058634
mouse_move;1433;517;1486737058642
mouse_move;1424;528;1486737058650
mouse_move;1417;536;1486737058658
mouse_move;1416;539;1486737058666
mouse_move;1415;540;1486737058714
mouse_move;1415;541;1486737058728
mouse_move;1415;542;1486737058730
mouse_move;1418;545;1486737058739
mouse_move;1419;546;1486737058746
mouse_move;1421;549;1486737058754
mouse_move;1422;553;1486737058762
mouse_move;1424;557;1486737058770
mouse_move;1425;562;1486737058778
mouse_move;1427;566;1486737058786
mouse_move;1428;571;1486737058794
mouse_move;1429;575;1486737058802
mouse_move;1430;582;1486737058810
mouse_move;1431;592;1486737058818
mouse_move;1432;604;1486737058826
mouse_move;1432;615;1486737058834
mouse_move;1432;627;1486737058842
mouse_move;1432;639;1486737058850
mouse_move;1429;652;1486737058858
mouse_move;1426;666;1486737058866
mouse_move;1420;680;1486737058875
mouse_move;1413;693;1486737058887
mouse_move;1399;708;1486737058890
mouse_move;1382;723;1486737058898
mouse_move;1357;741;1486737058906
mouse_move;1328;758;1486737058915
mouse_move;1294;776;1486737058922
mouse_move;1259;794;1486737058930
mouse_move;1228;808;1486737058938
mouse_move;1197;820;1486737058946
mouse_move;1167;830;1486737058954
mouse_move;1142;841;1486737058962
mouse_move;1119;849;1486737058971
mouse_move;1102;855;1486737058978
mouse_move;1085;862;1486737058986
mouse_move;1070;870;1486737058994
mouse_move;1057;875;1486737059003
mouse_move;1047;880;1486737059010
mouse_move;1039;884;1486737059018
mouse_move;1033;888;1486737059026
mouse_move;1026;892;1486737059034
mouse_move;1018;896;1486737059046
mouse_move;1011;899;1486737059050
mouse_move;1003;902;1486737059058
mouse_move;991;903;1486737059066
mouse_move;978;905;1486737059074
mouse_move;961;906;1486737059082
mouse_move;936;906;1486737059090
mouse_move;912;906;1486737059098
mouse_move;882;906;1486737059106
mouse_move;862;907;1486737059114
mouse_move;845;907;1486737059122
mouse_move;832;909;1486737059131
mouse_move;821;911;1486737059138
mouse_move;813;914;1486737059146
mouse_move;810;915;1486737059154
mouse_move;807;917;1486737059162
mouse_move;807;917;1486737059170
mouse_move;807;918;1486737059178
mouse_move;807;919;1486737059186
mouse_move;807;921;1486737059194
mouse_move;807;923;1486737059206
mouse_move;808;926;1486737059210
mouse_move;808;930;1486737059218
mouse_move;808;933;1486737059226
mouse_move;808;937;1486737059234
mouse_move;806;941;1486737059242
mouse_move;806;944;1486737059250
mouse_move;804;949;1486737059258
mouse_move;803;956;1486737059266
mouse_move;801;961;1486737059275
mouse_move;800;967;1486737059283
mouse_move;799;973;1486737059290
mouse_move;797;980;1486737059298
mouse_move;795;987;1486737059306
mouse_move;792;993;1486737059314
mouse_move;790;998;1486737059322
mouse_move;789;1005;1486737059330
mouse_move;788;1011;1486737059339
mouse_move;788;1014;1486737059346
mouse_move;788;1018;1486737059354
mouse_move;788;1023;1486737059378
mouse_move;790;1035;1486737059386
mouse_move;790;1038;1486737059394
mouse_move;790;1041;1486737059403
mouse_move;790;1045;1486737059410
mouse_move;789;1047;1486737059418
mouse_move;789;1050;1486737059426
mouse_move;789;1053;1486737059434
mouse_move;789;1055;1486737059442
mouse_move;789;1057;1486737059450
mouse_move;790;1058;1486737059458
mouse_move;791;1060;1486737059467
mouse_move;792;1060;1486737059474
mouse_move;794;1062;1486737059482
mouse_move;794;1062;1486737059498
mouse_move;794;1063;1486737059586
mouse_move;794;1063;1486737059594
mouse_move;795;1063;1486737059610
mouse_move;796;1064;1486737059618
mouse_move;797;1065;1486737059626
mouse_move;798;1065;1486737059638
mouse_move;799;1065;1486737059642
mouse_move;799;1066;1486737059666
mouse_move;800;1066;1486737059730
mouse_move;801;1066;1486737059738
mouse_move;803;1066;1486737059746
mouse_move;804;1066;1486737059754
mouse_move;807;1066;1486737059763
mouse_move;807;1066;1486737059771
mouse_move;808;1066;1486737059779
mouse_move;809;1066;1486737059802
mouse_move;809;1066;1486737059810
mouse_down_left;809;1066;1486737059954
mouse_move;809;1066;1486737060234
mouse_move;809;1066;1486737060258
mouse_move;809;1066;1486737060266
mouse_move;809;1065;1486737060274
mouse_move;808;1065;1486737060282
mouse_move;808;1064;1486737060290
mouse_move;808;1064;1486737060298
mouse_move;808;1063;1486737060309
mouse_move;807;1063;1486737060314
mouse_move;806;1061;1486737060322
mouse_move;805;1060;1486737060330
mouse_move;805;1059;1486737060338
mouse_move;803;1057;1486737060346
mouse_move;803;1055;1486737060354
mouse_move;802;1053;1486737060362
mouse_move;801;1051;1486737060370
mouse_move;800;1048;1486737060378
mouse_move;800;1043;1486737060386
mouse_move;798;1038;1486737060394
mouse_move;797;1035;1486737060402
mouse_move;794;1022;1486737060410
mouse_move;789;1005;1486737060418
mouse_move;782;978;1486737060426
mouse_move;778;952;1486737060434
mouse_move;771;925;1486737060442
mouse_move;769;904;1486737060450
mouse_move;769;890;1486737060458
mouse_move;767;873;1486737060470
mouse_move;767;860;1486737060474
mouse_move;767;848;1486737060483
mouse_move;769;837;1486737060490
mouse_move;769;832;1486737060498
mouse_move;770;829;1486737060506
mouse_move;771;825;1486737060514
mouse_move;772;823;1486737060522
mouse_move;772;821;1486737060530
mouse_move;772;819;1486737060539
mouse_move;773;817;1486737060547
mouse_move;774;814;1486737060554
mouse_move;775;807;1486737060562
mouse_move;776;799;1486737060570
mouse_move;777;790;1486737060578
mouse_move;778;784;1486737060586
mouse_move;778;778;1486737060594
mouse_move;779;774;1486737060602
mouse_move;779;771;1486737060610
mouse_move;779;768;1486737060618
mouse_move;779;767;1486737060632
mouse_move;779;766;1486737060650
mouse_move;779;765;1486737060698
mouse_move;779;765;1486737060706
mouse_move;778;765;1486737060714
mouse_move;777;765;1486737060730
mouse_move;777;764;1486737060738
mouse_move;776;764;1486737060754
mouse_move;776;763;1486737060762
mouse_move;775;763;1486737060770
mouse_move;775;762;1486737060794
mouse_move;775;761;1486737060802
mouse_move;775;761;1486737060810
mouse_move;775;761;1486737060818
mouse_move;775;760;1486737060826
mouse_move;774;759;1486737060834
mouse_move;774;758;1486737060842
mouse_move;773;756;1486737060850
mouse_move;773;753;1486737060858
mouse_move;772;750;1486737060866
mouse_move;771;748;1486737060878
mouse_move;770;747;1486737060882
mouse_move;770;745;1486737060890
mouse_move;770;744;1486737060898
mouse_move;769;744;1486737060914
mouse_move;769;743;1486737060922
mouse_move;769;742;1486737060930
mouse_move;769;741;1486737060938
mouse_move;769;739;1486737060946
mouse_move;769;737;1486737060954
mouse_move;769;733;1486737060962
mouse_move;769;729;1486737060970
mouse_move;768;724;1486737060978
mouse_move;767;721;1486737060986
mouse_move;767;719;1486737060994
mouse_move;767;718;1486737061002
mouse_move;767;717;1486737061082
mouse_move;767;715;1486737061090
mouse_move;766;714;1486737061098
mouse_move;765;712;1486737061106
mouse_move;764;710;1486737061122
mouse_move;763;708;1486737061138
mouse_move;763;708;1486737061146
mouse_move;763;707;1486737061154
mouse_move;762;705;1486737061162
mouse_move;762;704;1486737061170
mouse_move;762;702;1486737061178
mouse_move;762;699;1486737061186
mouse_move;764;694;1486737061194
mouse_move;768;686;1486737061202
mouse_move;771;673;1486737061210
mouse_move;776;661;1486737061218
mouse_move;782;647;1486737061226
mouse_move;787;625;1486737061234
mouse_move;795;600;1486737061242
mouse_move;803;576;1486737061250
mouse_move;808;547;1486737061258
mouse_move;812;518;1486737061266
mouse_move;815;495;1486737061274
mouse_move;820;469;1486737061282
mouse_move;823;445;1486737061295
mouse_move;827;422;1486737061298
mouse_move;831;403;1486737061306
mouse_move;835;387;1486737061314
mouse_move;837;378;1486737061322
mouse_move;839;371;1486737061330
mouse_move;841;368;1486737061338
mouse_move;841;368;1486737061410
mouse_move;841;367;1486737061418
mouse_move;842;367;1486737061426
mouse_move;842;365;1486737061434
mouse_move;842;363;1486737061442
mouse_move;842;360;1486737061450
mouse_move;843;357;1486737061458
mouse_move;843;354;1486737061466
mouse_move;844;350;1486737061474
mouse_move;844;347;1486737061482
mouse_move;844;345;1486737061490
mouse_move;845;342;1486737061498
mouse_move;845;339;1486737061506
mouse_move;845;334;1486737061519
mouse_move;845;326;1486737061522
mouse_move;846;315;1486737061530
mouse_move;847;302;1486737061538
mouse_move;849;287;1486737061546
mouse_move;853;271;1486737061554
mouse_move;857;253;1486737061562
mouse_move;860;239;1486737061570
mouse_move;864;231;1486737061578
mouse_move;867;227;1486737061586
mouse_move;869;225;1486737061594
mouse_move;871;224;1486737061602
mouse_move;871;224;1486737061610
mouse_move;871;224;1486737061618
mouse_move;872;224;1486737061626
mouse_move;874;223;1486737061634
mouse_move;877;221;1486737061643
mouse_move;884;218;1486737061651
mouse_move;893;213;1486737061658
mouse_move;901;206;1486737061666
mouse_move;913;199;1486737061679
mouse_move;926;189;1486737061682
mouse_move;940;179;1486737061690
mouse_move;956;168;1486737061698
mouse_move;968;161;1486737061706
mouse_move;977;155;1486737061715
mouse_move;985;152;1486737061722
mouse_move;988;151;1486737061730
mouse_move;990;150;1486737061738
mouse_move;993;148;1486737061746
mouse_move;995;148;1486737061754
mouse_move;996;146;1486737061762
mouse_move;999;145;1486737061770
mouse_move;1002;142;1486737061778
mouse_move;1002;140;1486737061786
mouse_move;1004;139;1486737061794
mouse_move;1004;138;1486737061802
