[1, 3099, 22, 1, 1, 871, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 20, 2, 66, 50, 4, 15]
[1, 1264, 12, 1, 1, 152, 5, 1, 1, 1216, 15, 1, 1, 1888, 20, 1, 1, 9, 11, 3, 68, 64, 7, 15]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1384, 9, 1, 1, 864, 20, 1, 1, 14, 5, 1, 67, 33, 3, 8]
[1, 655, 13, 1, 0, 0, 0, 0, 1, 264, 3, 1, 0, 0, 0, 0, 1, 5, 56, 2, 67, 71, 4, 8]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1001, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 67, 2, 1, 14]
[1, 400, 11, 1, 0, 0, 0, 0, 1, 592, 3, 1, 0, 0, 0, 0, 1, 8, 51, 2, 67, 65, 4, 8]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 3880, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 67, 12, 1, 2448]
[0, 0, 0, 0, 1, 336, 12, 1, 1, 1240, 11, 1, 1, 336, 2, 1, 1, 8, 13, 2, 67, 39, 5, 16]
[1, 400, 12, 1, 0, 0, 0, 0, 1, 2128, 7, 1, 0, 0, 0, 0, 1, 8, 44, 2, 67, 63, 4, 8]
[1, 184, 15, 1, 0, 0, 0, 0, 1, 552, 4, 1, 0, 0, 0, 0, 1, 8, 45, 2, 67, 63, 4, 8]
[1, 440, 29, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 12, 1, 65, 42, 2, 16]
[0, 0, 0, 0, 1, 1408, 13, 1, 1, 1584, 28, 1, 0, 0, 0, 0, 1, 8, 5, 1, 66, 46, 3, 8]
[1, 952, 9, 2, 1, 592, 8, 1, 1, 1322, 19, 2, 1, 424, 5, 1, 1, 8, 12, 5, 65, 52, 11, 8]
[1, 392, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 1, 1, 8]
[1, 55112, 3, 1, 0, 0, 0, 0, 1, 1688, 4, 1, 0, 0, 0, 0, 1, 16, 1, 1, 83, 8, 3, 8]
[1, 16, 2, 1, 1, 592, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 80, 2, 66, 93, 4, 8]
[1, 4448, 14, 1, 1, 320, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 4, 1, 65, 28, 3, 16]
[1, 312, 5, 1, 0, 0, 0, 0, 1, 4624, 4, 1, 0, 0, 0, 0, 1, 8, 2, 1, 67, 11, 3, 96]
[1, 120, 11, 2, 1, 288, 13, 1, 1, 328, 11, 1, 0, 0, 0, 0, 1, 8, 61, 4, 66, 95, 8, 8]
[0, 0, 0, 0, 1, 2928, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 40, 1, 66, 50, 2, 9]
[1, 399, 38, 1, 1, 632, 30, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 6, 2, 66, 74, 4, 8]
[1, 807, 4, 1, 1, 2439, 7, 1, 1, 1035, 34, 2, 1, 194, 28, 2, 1, 8, 21, 5, 66, 94, 11, 129]
[1, 185, 12, 2, 1, 255, 24, 1, 1, 712, 24, 1, 1, 1392, 34, 1, 1, 8, 21, 4, 65, 114, 9, 8]
[1, 1042, 29, 2, 1, 1288, 22, 1, 0, 0, 0, 0, 1, 2127, 47, 2, 1, 9, 17, 4, 65, 116, 9, 8]
[1, 751, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 37, 1, 65, 57, 2, 8]
[1, 1329, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 88, 1, 65, 100, 2, 8]
[1, 2880, 18, 2, 0, 0, 0, 0, 1, 673, 4, 1, 0, 0, 0, 0, 1, 8, 50, 3, 65, 73, 6, 8]
