[1, 3032, 8, 1, 0, 0, 0, 0, 1, 1912, 19, 1, 0, 0, 0, 0, 1, 8, 2, 1, 83, 29, 3, 12]
[1, 1033, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 13, 1, 65, 22, 2, 9]
[1, 361, 14, 1, 1, 1448, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 1, 66, 31, 3, 8]
[1, 834, 45, 2, 1, 1080, 29, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 54, 3, 65, 129, 6, 1384]
[1, 897, 21, 2, 0, 0, 0, 0, 1, 631, 41, 1, 1, 239, 22, 1, 1, 9, 14, 3, 65, 96, 7, 8]
[1, 945, 39, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 543, 8, 1, 1, 8, 20, 3, 68, 66, 7, 8]
[1, 39, 12, 1, 1, 23, 4, 1, 1, 1136, 12, 1, 0, 0, 0, 0, 1, 9, 53, 3, 67, 82, 6, 8]
[1, 3161, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 1, 33]
[1, 499, 27, 2, 1, 1025, 26, 1, 1, 856, 8, 1, 0, 0, 0, 0, 1, 8, 16, 3, 67, 77, 7, 8]
[1, 712, 12, 1, 0, 0, 0, 0, 1, 704, 4, 1, 0, 0, 0, 0, 1, 9, 43, 2, 67, 59, 4, 8]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 112, 48, 1, 83, 48, 1, 8]
[1, 208, 13, 1, 0, 0, 0, 0, 1, 352, 0, 1, 0, 0, 0, 0, 1, 8, 1, 1, 67, 14, 3, 8]
[1, 912, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 416, 13, 1, 1, 8, 25, 2, 68, 39, 4, 17]
[1, 896, 4, 1, 0, 0, 0, 0, 1, 720, 12, 1, 1, 408, 13, 1, 1, 16, 7, 2, 65, 36, 5, 16]
[1, 2696, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 4, 1, 8]
[1, 432, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 60, 1, 65, 65, 2, 24]
[1, 3112, 42, 3, 1, 432, 28, 2, 1, 1120, 39, 1, 0, 0, 0, 0, 1, 8, 19, 5, 65, 128, 11, 24]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 4656, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 1, 80]
[0, 0, 0, 0, 1, 1376, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 71, 1, 66, 86, 2, 8]
[1, 569, 25, 1, 1, 1096, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 61, 2, 66, 99, 4, 8]
[1, 1952, 16, 2, 1, 128, 2, 1, 1, 2111, 9, 1, 0, 0, 0, 0, 1, 5, 10, 3, 65, 38, 7, 9]
[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 1, 1, 1]
[1, 720, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 1, 1, 12]
[1, 231, 27, 1, 1, 352, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 3, 1, 66, 40, 3, 7]
[1, 1040, 27, 1, 1, 1112, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 9, 2, 66, 53, 5, 16]
[1, 728, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 6, 1, 65, 15, 2, 15]
[1, 687, 17, 1, 1, 409, 28, 1, 1, 1000, 25, 1, 0, 0, 0, 0, 1, 8, 51, 3, 66, 121, 6, 9]
[0, 0, 0, 0, 1, 2736, 13, 1, 0, 0, 0, 0, 1, 2007, 6, 1, 1, 7, 1, 1, 68, 21, 3, 8]
