event_type;pos_x;pos_y;time
mouse_move;1250;488;1488119367097
mouse_move;1249;489;1488119367105
mouse_move;1247;489;1488119367113
mouse_move;1244;491;1488119367121
mouse_move;1238;493;1488119367128
mouse_move;1232;496;1488119367137
mouse_move;1224;498;1488119367144
mouse_move;1217;501;1488119367152
mouse_move;1209;503;1488119367160
mouse_move;1203;504;1488119367186
mouse_move;1202;504;1488119367208
mouse_move;1202;503;1488119367216
mouse_move;1204;501;1488119367224
mouse_move;1204;500;1488119367232
mouse_move;1205;498;1488119367240
mouse_move;1206;498;1488119367248
mouse_move;1206;497;1488119367257
mouse_move;1206;497;1488119367265
mouse_move;1206;496;1488119367273
mouse_move;1207;495;1488119367289
mouse_move;1207;495;1488119367297
mouse_move;960;540;1488119368400
mouse_move;960;536;1488119368408
mouse_move;957;530;1488119368416
mouse_move;950;522;1488119368424
mouse_move;943;512;1488119368432
mouse_move;935;505;1488119368441
mouse_move;925;496;1488119368449
mouse_move;915;487;1488119368457
mouse_move;905;479;1488119368477
mouse_move;886;467;1488119368481
mouse_move;878;464;1488119368489
mouse_move;871;462;1488119368497
mouse_move;864;461;1488119368504
mouse_move;858;460;1488119368512
mouse_move;854;460;1488119368521
mouse_move;849;460;1488119368529
mouse_move;846;460;1488119368537
mouse_move;843;460;1488119368544
mouse_move;840;461;1488119368552
mouse_move;837;461;1488119368560
mouse_move;835;462;1488119368568
mouse_move;832;463;1488119368576
mouse_move;832;463;1488119368585
mouse_move;830;464;1488119368881
mouse_move;828;465;1488119368888
mouse_move;825;466;1488119368897
mouse_move;818;471;1488119368904
mouse_move;811;475;1488119368913
mouse_move;804;481;1488119368925
mouse_move;798;487;1488119368929
mouse_move;790;492;1488119368937
mouse_move;782;499;1488119368945
mouse_move;775;504;1488119368953
mouse_move;765;511;1488119368961
mouse_move;756;517;1488119368969
mouse_move;749;524;1488119368977
mouse_move;740;531;1488119368985
mouse_move;731;539;1488119368993
mouse_move;723;545;1488119369001
mouse_move;714;552;1488119369009
mouse_move;705;558;1488119369017
mouse_move;695;564;1488119369025
mouse_move;688;570;1488119369032
mouse_move;678;576;1488119369040
mouse_move;668;580;1488119369049
mouse_move;660;584;1488119369056
mouse_move;650;589;1488119369064
mouse_move;640;592;1488119369072
mouse_move;632;595;1488119369084
mouse_move;625;597;1488119369088
mouse_move;622;599;1488119369096
mouse_move;621;599;1488119369104
mouse_move;621;599;1488119369121
mouse_move;621;599;1488119369129
mouse_move;621;598;1488119369137
mouse_move;625;596;1488119369144
mouse_move;628;595;1488119369153
mouse_move;632;593;1488119369160
mouse_move;639;590;1488119369168
mouse_move;648;587;1488119369176
mouse_move;657;585;1488119369185
mouse_move;666;583;1488119369192
mouse_move;671;582;1488119369200
mouse_move;674;582;1488119369209
mouse_move;676;581;1488119369217
mouse_move;676;580;1488119369224
mouse_move;677;580;1488119369232
mouse_move;677;580;1488119369241
mouse_move;678;579;1488119369253
mouse_move;679;579;1488119369256
mouse_move;679;579;1488119369264
mouse_move;680;578;1488119369281
mouse_move;680;577;1488119369289
mouse_move;680;577;1488119369296
mouse_move;681;576;1488119369305
mouse_move;681;576;1488119369313
mouse_move;681;575;1488119369321
mouse_move;681;575;1488119369329
mouse_move;681;574;1488119369345
mouse_move;681;574;1488119371185
mouse_move;683;574;1488119371192
mouse_move;685;573;1488119371200
mouse_move;687;573;1488119371209
mouse_move;688;572;1488119371217
mouse_move;690;572;1488119371224
mouse_move;691;572;1488119371241
mouse_move;691;572;1488119373849
mouse_move;694;570;1488119373856
mouse_move;703;566;1488119373870
mouse_move;714;561;1488119373872
mouse_move;727;557;1488119373881
mouse_move;738;553;1488119373888
mouse_move;752;548;1488119373897
mouse_move;763;541;1488119373905
mouse_move;777;534;1488119373913
mouse_move;792;528;1488119373921
mouse_move;804;522;1488119373928
mouse_move;817;517;1488119373937
mouse_move;828;511;1488119373945
mouse_move;839;507;1488119373953
mouse_move;849;501;1488119373961
mouse_move;856;497;1488119373969
mouse_move;862;494;1488119373977
mouse_move;867;490;1488119373985
mouse_move;872;486;1488119373993
mouse_move;875;484;1488119374000
mouse_move;876;482;1488119374009
mouse_move;878;482;1488119374017
mouse_move;878;482;1488119374029
mouse_move;879;482;1488119374032
mouse_move;879;481;1488119374040
mouse_move;880;481;1488119374049
mouse_move;881;481;1488119374057
mouse_move;882;480;1488119374065
mouse_move;892;476;1488119374072
mouse_move;955;451;1488119374081
mouse_move;1044;427;1488119374088
mouse_move;1118;418;1488119374096
mouse_move;1175;418;1488119374104
mouse_move;1200;418;1488119374113
mouse_move;1208;418;1488119374137
mouse_move;1208;418;1488119374177
mouse_move;1207;418;1488119374185
mouse_move;1205;419;1488119374193
mouse_move;1202;420;1488119374201
mouse_move;1201;420;1488119374208
mouse_move;1199;421;1488119374217
mouse_move;1199;421;1488119374224
mouse_move;1198;421;1488119375305
mouse_move;1199;420;1488119375313
mouse_move;1199;419;1488119375321
mouse_move;1201;418;1488119375328
mouse_move;1201;416;1488119375337
mouse_move;1202;415;1488119375344
mouse_move;1204;413;1488119375352
mouse_move;1204;413;1488119375361
mouse_move;1205;412;1488119375369
mouse_move;1205;411;1488119375377
mouse_move;1205;410;1488119375385
mouse_move;1206;409;1488119375392
mouse_move;1206;409;1488119375400
mouse_move;1206;407;1488119375408
mouse_move;1206;407;1488119375433
mouse_move;1206;407;1488119375441
mouse_move;1205;407;1488119375449
mouse_move;1205;407;1488119375456
mouse_move;1203;407;1488119375464
mouse_move;1199;407;1488119375472
mouse_move;1191;407;1488119375484
mouse_move;1183;407;1488119375489
mouse_move;1172;407;1488119375497
mouse_move;1161;407;1488119375505
mouse_move;1149;408;1488119375513
mouse_move;1138;409;1488119375521
mouse_move;1128;410;1488119375528
mouse_move;1120;411;1488119375537
mouse_move;1113;412;1488119375545
mouse_move;1106;412;1488119375553
mouse_move;1103;412;1488119375561
mouse_move;1101;413;1488119375569
mouse_move;1099;413;1488119375577
mouse_move;1098;413;1488119375593
mouse_move;1098;413;1488119375601
mouse_move;1098;413;1488119375609
mouse_move;1097;413;1488119375665
mouse_move;1096;413;1488119375672
mouse_move;1096;412;1488119375689
mouse_move;1096;412;1488119375697
mouse_move;1095;412;1488119375737
mouse_move;1095;412;1488119375745
mouse_move;1094;412;1488119375753
mouse_move;1092;413;1488119375761
mouse_move;1089;415;1488119375769
mouse_move;1086;416;1488119375776
mouse_move;1083;418;1488119375785
mouse_move;1081;419;1488119375792
mouse_move;1078;421;1488119375800
mouse_move;1075;422;1488119375808
mouse_move;1072;423;1488119375817
mouse_move;1071;423;1488119375825
mouse_move;1070;423;1488119375833
mouse_down_left;1069;424;1488119375961
mouse_move;1069;424;1488119379649
mouse_move;1069;424;1488119379656
mouse_move;1070;424;1488119379664
mouse_move;1071;424;1488119379673
mouse_move;1073;423;1488119379681
mouse_move;1075;422;1488119379688
mouse_move;1078;422;1488119379702
mouse_move;1081;422;1488119379704
mouse_move;1084;421;1488119379713
mouse_move;1088;421;1488119379721
mouse_move;1091;421;1488119379729
mouse_move;1093;421;1488119379737
mouse_move;1095;421;1488119379745
mouse_move;1097;421;1488119379752
mouse_move;1098;421;1488119379760
mouse_move;1099;422;1488119379769
mouse_down_left;1100;422;1488119384664
mouse_move;1100;422;1488119385505
mouse_move;1100;422;1488119385513
mouse_move;1093;424;1488119385521
mouse_move;1076;429;1488119385529
mouse_move;1059;430;1488119385537
mouse_move;1036;432;1488119385545
mouse_move;1011;432;1488119385553
mouse_move;992;433;1488119385561
mouse_move;972;434;1488119385569
mouse_move;954;437;1488119385581
mouse_move;934;438;1488119385585
mouse_move;917;439;1488119385592
mouse_move;902;439;1488119385600
mouse_move;890;440;1488119385609
mouse_move;882;441;1488119385617
mouse_move;878;442;1488119385624
mouse_move;875;443;1488119385640
mouse_move;875;443;1488119385665
mouse_move;877;443;1488119385681
mouse_move;877;444;1488119385688
mouse_move;906;444;1488119385696
mouse_move;918;444;1488119385705
mouse_move;931;444;1488119385713
mouse_move;944;444;1488119385721
mouse_move;960;444;1488119385729
mouse_move;978;445;1488119385736
mouse_move;999;445;1488119385744
mouse_move;1016;445;1488119385752
mouse_move;1038;445;1488119385761
mouse_move;1060;446;1488119385773
mouse_move;1082;446;1488119385777
mouse_move;1105;448;1488119385785
mouse_move;1130;449;1488119385793
mouse_move;1155;451;1488119385800
mouse_move;1173;453;1488119385808
mouse_move;1185;455;1488119385817
mouse_move;1193;457;1488119385825
mouse_move;1195;460;1488119385833
mouse_move;1196;460;1488119385840
mouse_move;1196;461;1488119385849
mouse_move;1195;466;1488119385856
mouse_move;1193;475;1488119385864
mouse_move;1188;486;1488119385872
mouse_move;1185;498;1488119385881
mouse_move;1180;514;1488119385889
mouse_move;1175;531;1488119385896
mouse_move;1171;547;1488119385905
mouse_move;1168;559;1488119385913
mouse_move;1165;571;1488119385921
mouse_move;1161;583;1488119385940
mouse_move;1154;608;1488119385944
mouse_move;1150;618;1488119385953
mouse_move;1146;627;1488119385961
mouse_move;1142;637;1488119385969
mouse_move;1137;644;1488119385977
mouse_move;1134;652;1488119385985
mouse_move;1133;657;1488119385992
mouse_move;1131;661;1488119386000
mouse_move;1130;663;1488119386009
mouse_move;1130;664;1488119386017
mouse_move;1130;665;1488119386024
mouse_move;1130;666;1488119386056
mouse_move;1130;666;1488119386064
mouse_move;1131;665;1488119386073
mouse_move;1134;663;1488119386081
mouse_move;1139;660;1488119386088
mouse_move;1147;656;1488119386096
mouse_move;1156;651;1488119386105
mouse_move;1167;646;1488119386113
mouse_move;1179;640;1488119386125
mouse_move;1194;633;1488119386129
mouse_move;1206;627;1488119386137
mouse_move;1220;621;1488119386144
mouse_move;1233;617;1488119386153
mouse_move;1245;611;1488119386161
mouse_move;1255;607;1488119386169
mouse_move;1262;603;1488119386177
mouse_move;1267;600;1488119386184
mouse_move;1268;599;1488119386192
mouse_move;1269;598;1488119386200
mouse_move;1269;597;1488119386217
mouse_move;1269;597;1488119386232
mouse_move;1269;596;1488119386241
mouse_move;1269;596;1488119386257
mouse_move;1269;595;1488119386289
mouse_move;1269;595;1488119386297
mouse_move;1268;595;1488119386321
mouse_move;1268;595;1488119386345
mouse_move;1267;595;1488119386368
mouse_move;1267;594;1488119386400
mouse_move;1266;594;1488119386425
mouse_move;1265;593;1488119386441
mouse_move;1265;593;1488119386488
mouse_move;1264;593;1488119386513
mouse_move;1264;593;1488119386537
mouse_down_left;1263;593;1488119392345
mouse_move;1263;593;1488119393440
mouse_move;1258;588;1488119393449
mouse_move;1247;575;1488119393456
mouse_move;1228;554;1488119393464
mouse_move;1210;529;1488119393473
mouse_move;1186;504;1488119393481
mouse_move;1164;478;1488119393488
mouse_move;1140;454;1488119393497
mouse_move;1121;432;1488119393505
mouse_move;1104;414;1488119393513
mouse_move;1093;402;1488119393521
mouse_move;1086;392;1488119393528
mouse_move;1079;385;1488119393536
mouse_move;1076;379;1488119393549
mouse_move;1076;377;1488119393552
mouse_move;1076;377;1488119393561
mouse_move;1076;376;1488119393577
mouse_move;1076;376;1488119393585
mouse_move;1076;374;1488119393593
mouse_move;1077;374;1488119393600
mouse_move;1079;373;1488119393608
mouse_move;1080;372;1488119393617
mouse_move;1082;371;1488119393624
mouse_move;1086;369;1488119393633
mouse_move;1090;368;1488119393640
mouse_move;1095;366;1488119393649
mouse_move;1101;364;1488119393656
mouse_move;1108;363;1488119393664
mouse_move;1117;361;1488119393672
mouse_move;1128;360;1488119393681
mouse_move;1140;358;1488119393688
mouse_move;1152;357;1488119393697
mouse_move;1166;355;1488119393705
mouse_move;1179;355;1488119393715
mouse_move;1192;354;1488119393720
